image_path,preprocess_ms,inference_ms,postprocess_ms,total_ms,detections,classes
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_100.JPEG,2.4688999401405454,70.33979997504503,72.60419998783618,145.41289990302175,4,Tomato mold leaf|Tomato mold leaf|Tomato leaf|Tomato mold leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_104.JPEG,2.1394999930635095,59.35280001722276,2.6596999960020185,64.15200000628829,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_109.JPEG,1.9872999982908368,60.229700058698654,5.808800109662116,68.0258001666516,5,Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_120.JPEG,2.1312000462785363,58.70819999836385,2.0670000230893493,62.90640006773174,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_128.JPEG,1.9801000598818064,55.06060004699975,2.5449999375268817,59.58570004440844,2,Tomato Septoria leaf spot|Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_13.JPEG,2.094399998895824,53.14820003695786,2.925800043158233,58.16840007901192,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_132.JPEG,1.9857999868690968,51.544299931265414,3.037300077266991,56.5673999954015,2,Tomato mold leaf|Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_139.JPEG,1.9468000391498208,50.6780999712646,1.2996000004932284,53.92450001090765,1,Soyabean leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_142.JPEG,1.933799940161407,51.622799946926534,2.1668000845238566,55.7233999716118,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_143.JPEG,2.001899993047118,50.94460002146661,2.5347000919282436,55.481200106441975,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_144.JPEG,1.9625000422820449,50.76420004479587,2.7741999365389347,55.50090002361685,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_146.JPEG,2.0921999821439385,50.64599995967001,4.378800047561526,57.11699998937547,3,Tomato leaf|Tomato leaf|Tomato leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_151.JPEG,2.3595000384375453,50.60860002413392,0.8219999726861715,53.79010003525764,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_153.JPEG,2.2127999691292644,51.23530002310872,0.875400030054152,54.32350002229214,0,
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_17.JPEG,2.004799898713827,51.0555999353528,2.6184000307694077,55.67879986483604,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_174.JPEG,1.9432000117376447,50.88880006223917,2.56640010047704,55.398400174453855,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_177.JPEG,2.089999965392053,50.95570010598749,2.652799943462014,55.69850001484156,1,Tomato leaf bacterial spot
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_185.JPEG,2.016299986280501,51.132700056768954,6.08640001155436,59.235400054603815,4,Bell_pepper leaf|Bell_pepper leaf|Bell_pepper leaf|Bell_pepper leaf
C:\Users\Majkel\Desktop\STUDIA\praca\images\pomidory2_jpg\pomidor_196.JPEG,2.0735999569296837,51.19489994831383,3.0230000847950578,56.291499990038574,1,Blueberry leaf
